#,Date-Time (PDT),Ch: 1 - Temperature   (°F),Ch: 2 - RH   (%),Dew Point   (°F),Host Connected,End of File
212,04/15/2023 03:58:38,43.29,100.00,43.30,,
213,04/15/2023 04:03:38,43.54,100.00,43.55,,
214,04/15/2023 04:08:38,43.83,100.00,43.84,,
215,04/15/2023 04:13:38,43.39,100.00,43.39,,
216,04/15/2023 04:18:38,43.62,100.00,43.63,,
217,04/15/2023 04:23:38,43.62,100.00,43.63,,
218,04/15/2023 04:28:38,44.22,100.00,44.22,,
219,04/15/2023 04:33:38,44.08,100.00,44.09,,
220,04/15/2023 04:38:38,43.54,100.00,43.55,,
221,04/15/2023 04:43:38,44.02,100.00,44.03,,
222,04/15/2023 04:48:38,43.66,100.00,43.66,,
223,04/15/2023 04:53:38,43.46,100.00,43.47,,
224,04/15/2023 04:58:38,43.91,100.00,43.92,,
225,04/15/2023 05:03:38,43.60,100.00,43.61,,
226,04/15/2023 05:08:38,43.67,100.00,43.68,,
227,04/15/2023 05:13:38,44.22,100.00,44.22,,
228,04/15/2023 05:18:38,43.93,100.00,43.93,,
229,04/15/2023 05:23:38,44.00,100.00,44.01,,
230,04/15/2023 05:28:38,43.73,100.00,43.74,,
231,04/15/2023 05:33:38,43.96,100.00,43.97,,
232,04/15/2023 05:38:38,43.62,100.00,43.63,,
233,04/15/2023 05:43:38,43.33,100.00,43.34,,
234,04/15/2023 05:48:38,43.67,100.00,43.68,,
235,04/15/2023 05:53:38,43.52,100.00,43.53,,
236,04/15/2023 05:58:38,43.13,100.00,43.14,,
237,04/15/2023 06:03:38,43.29,100.00,43.30,,
238,04/15/2023 06:08:38,43.50,100.00,43.51,,
239,04/15/2023 06:13:38,43.35,100.00,43.35,,
240,04/15/2023 06:18:38,42.94,100.00,42.95,,
241,04/15/2023 06:23:38,42.63,100.00,42.64,,
242,04/15/2023 06:28:38,43.54,100.00,43.55,,
243,04/15/2023 06:33:38,43.83,100.00,43.84,,
244,04/15/2023 06:38:38,43.58,100.00,43.59,,
245,04/15/2023 06:43:38,43.31,100.00,43.32,,
246,04/15/2023 06:48:38,43.13,100.00,43.14,,
247,04/15/2023 06:53:38,43.13,100.00,43.14,,
248,04/15/2023 06:58:38,43.54,100.00,43.55,,
249,04/15/2023 07:03:38,43.83,100.00,43.84,,
250,04/15/2023 07:08:38,44.14,100.00,44.15,,
251,04/15/2023 07:13:38,44.14,100.00,44.15,,
252,04/15/2023 07:18:38,44.37,100.00,44.38,,
253,04/15/2023 07:23:38,44.64,100.00,44.65,,
254,04/15/2023 07:28:38,44.52,100.00,44.53,,
255,04/15/2023 07:33:38,44.66,100.00,44.67,,
256,04/15/2023 07:38:38,45.24,100.00,45.25,,
257,04/15/2023 07:43:38,46.05,100.00,46.06,,
258,04/15/2023 07:48:38,46.63,100.00,46.64,,
259,04/15/2023 07:53:38,47.28,100.00,47.30,,
260,04/15/2023 07:58:38,47.57,100.00,47.59,,
261,04/15/2023 08:03:38,47.88,99.41,47.74,,
262,04/15/2023 08:08:38,48.39,99.27,48.21,,
263,04/15/2023 08:13:38,49.04,98.56,48.67,,
264,04/15/2023 08:18:38,49.52,98.30,49.08,,
265,04/15/2023 08:23:38,50.55,98.69,50.21,,
266,04/15/2023 08:28:38,52.09,98.89,51.81,,
267,04/15/2023 08:33:38,52.48,96.45,51.52,,
268,04/15/2023 08:38:38,53.25,94.99,51.88,,
269,04/15/2023 08:43:38,53.75,90.75,51.14,,
270,04/15/2023 08:48:38,54.70,92.00,52.45,,
271,04/15/2023 08:53:38,55.45,89.59,52.47,,
272,04/15/2023 08:58:38,55.82,86.07,51.74,,
273,04/15/2023 09:03:38,56.94,81.56,51.38,,
274,04/15/2023 09:08:38,57.98,86.27,53.93,,
275,04/15/2023 09:13:38,58.50,78.60,51.90,,
276,04/15/2023 09:18:38,59.52,77.94,52.67,,
277,04/15/2023 09:23:38,60.22,81.02,54.40,,
278,04/15/2023 09:28:38,62.30,72.69,53.46,,
279,04/15/2023 09:33:38,61.94,79.61,55.60,,
280,04/15/2023 09:38:38,61.59,69.83,51.68,,
281,04/15/2023 09:43:38,61.61,69.76,51.67,,
282,04/15/2023 09:48:38,62.90,71.13,53.44,,
283,04/15/2023 09:53:38,64.12,71.44,54.73,,
284,04/15/2023 09:58:38,64.56,63.16,51.79,,
285,04/15/2023 10:03:38,64.81,60.56,50.89,,
286,04/15/2023 10:08:38,65.76,59.01,51.08,,
287,04/15/2023 10:13:38,66.86,52.57,48.99,,
288,04/15/2023 10:18:38,68.17,50.79,49.28,,
289,04/15/2023 10:23:38,68.29,51.24,49.63,,
290,04/15/2023 10:28:38,68.08,50.98,49.29,,
291,04/15/2023 10:33:38,69.64,51.28,50.89,,
292,04/15/2023 10:38:38,70.59,49.81,50.98,,
293,04/15/2023 10:43:38,71.49,47.00,50.24,,
294,04/15/2023 10:48:38,71.09,47.47,50.14,,
295,04/15/2023 10:53:38,72.46,48.56,52.01,,
296,04/15/2023 10:58:38,72.25,53.29,54.35,,
297,04/15/2023 11:03:38,73.12,56.77,56.90,,
298,04/15/2023 11:08:38,73.56,44.92,50.90,,
299,04/15/2023 11:13:38,72.83,41.39,48.04,,
300,04/15/2023 11:18:38,73.00,44.69,50.25,,
301,04/15/2023 11:23:38,72.46,46.78,50.99,,
302,04/15/2023 11:28:38,72.34,45.57,50.18,,
303,04/15/2023 11:33:38,73.71,48.49,53.12,,
304,04/15/2023 11:38:38,73.10,47.13,51.78,,
305,04/15/2023 11:43:38,72.40,48.02,51.65,,
306,04/15/2023 11:48:38,73.64,48.63,53.12,,
307,04/15/2023 11:53:38,75.74,46.61,53.89,,
308,04/15/2023 11:58:38,74.33,46.96,52.80,,
309,04/15/2023 12:03:38,74.02,49.16,53.78,,
310,04/15/2023 12:08:38,75.43,47.90,54.36,,
311,04/15/2023 12:13:38,74.14,48.90,53.73,,
312,04/15/2023 12:18:38,74.76,46.70,53.04,,
313,04/15/2023 12:23:38,74.89,48.60,54.26,,
314,04/15/2023 12:28:38,74.95,52.56,56.47,,
315,04/15/2023 12:33:38,75.28,47.35,53.90,,
316,04/15/2023 12:38:38,74.89,47.55,53.66,,
317,04/15/2023 12:43:38,74.02,47.06,52.58,,
318,04/15/2023 12:48:38,74.78,47.79,53.69,,
319,04/15/2023 12:53:38,73.75,50.63,54.33,,
320,04/15/2023 12:58:38,74.35,47.12,52.92,,
321,04/15/2023 13:03:38,73.58,49.50,53.56,,
322,04/15/2023 13:08:38,74.39,50.74,54.98,,
323,04/15/2023 13:13:38,75.53,49.51,55.35,,
324,04/15/2023 13:18:38,75.01,44.52,51.97,,
325,04/15/2023 13:23:38,76.05,42.86,51.88,,
326,04/15/2023 13:28:38,74.97,44.91,52.17,,
327,04/15/2023 13:33:38,75.49,47.14,53.97,,
328,04/15/2023 13:38:38,75.84,44.02,52.42,,
329,04/15/2023 13:43:38,75.93,42.09,51.29,,
330,04/15/2023 13:48:38,75.37,47.11,53.84,,
331,04/15/2023 13:53:38,75.03,42.30,50.60,,
332,04/15/2023 13:58:38,75.39,45.57,52.95,,
333,04/15/2023 14:03:38,75.37,44.86,52.51,,
334,04/15/2023 14:08:38,75.80,43.55,52.09,,
335,04/15/2023 14:13:38,75.20,44.78,52.31,,
336,04/15/2023 14:18:38,74.56,46.90,52.98,,
337,04/15/2023 14:23:38,74.47,41.84,49.80,,
338,04/15/2023 14:28:38,73.73,43.01,49.89,,
339,04/15/2023 14:33:38,72.90,41.81,48.38,,
340,04/15/2023 14:38:38,71.73,45.81,49.76,,
341,04/15/2023 14:43:38,72.05,47.24,50.89,,
342,04/15/2023 14:48:38,72.54,49.64,52.68,,
343,04/15/2023 14:53:38,73.81,46.10,51.83,,
344,04/15/2023 14:58:38,74.70,45.83,52.48,,
345,04/15/2023 15:03:38,75.20,43.38,51.44,,
346,04/15/2023 15:08:38,75.55,40.69,50.02,,
347,04/15/2023 15:13:38,74.39,44.07,51.14,,
348,04/15/2023 15:18:38,74.99,42.19,50.50,,
349,04/15/2023 15:23:38,74.45,42.52,50.22,,
350,04/15/2023 15:28:38,75.35,42.68,51.14,,
351,04/15/2023 15:33:38,74.79,42.95,50.81,,
352,04/15/2023 15:38:38,74.22,44.45,51.21,,
353,04/15/2023 15:43:38,73.96,44.75,51.17,,
354,04/15/2023 15:48:38,74.00,41.53,49.19,,
355,04/15/2023 15:53:38,73.95,49.85,54.08,,
356,04/15/2023 15:58:38,72.83,45.74,50.72,,
357,04/15/2023 16:03:38,73.31,48.21,52.59,,
358,04/15/2023 16:08:38,73.58,47.34,52.34,,
359,04/15/2023 16:13:38,72.56,50.33,53.07,,
360,04/15/2023 16:18:38,72.13,51.88,53.51,,
361,04/15/2023 16:23:38,71.92,47.19,50.74,,
362,04/15/2023 16:28:38,72.23,48.84,51.95,,
363,04/15/2023 16:33:38,72.52,47.17,51.28,,
364,04/15/2023 16:38:38,72.67,46.34,50.93,,
365,04/15/2023 16:43:38,72.59,50.31,53.10,,
366,04/15/2023 16:48:38,73.23,49.36,53.16,,
367,04/15/2023 16:53:38,72.48,48.76,52.14,,
368,04/15/2023 16:58:38,72.01,50.56,52.70,,
369,04/15/2023 17:03:38,71.44,47.99,50.75,,
370,04/15/2023 17:08:38,70.47,51.31,51.68,,
371,04/15/2023 17:13:38,70.47,51.75,51.90,,
372,04/15/2023 17:18:38,70.57,52.15,52.20,,
373,04/15/2023 17:23:38,70.34,53.13,52.49,,
374,04/15/2023 17:28:38,69.14,53.96,51.81,,
375,04/15/2023 17:33:38,68.87,53.61,51.38,,
376,04/15/2023 17:38:38,68.44,55.87,52.10,,
377,04/15/2023 17:43:38,68.10,55.39,51.55,,
378,04/15/2023 17:48:38,67.75,59.55,53.19,,
379,04/15/2023 17:53:38,67.71,56.92,51.93,,
380,04/15/2023 17:58:38,67.01,57.32,51.47,,
381,04/15/2023 18:03:38,66.53,56.12,50.44,,
382,04/15/2023 18:08:38,66.45,58.28,51.39,,
383,04/15/2023 18:13:38,65.78,57.73,50.50,,
384,04/15/2023 18:18:38,65.53,57.17,50.01,,
385,04/15/2023 18:23:38,64.91,57.24,49.46,,
386,04/15/2023 18:28:38,64.37,59.79,50.13,,
387,04/15/2023 18:33:38,63.77,59.76,49.55,,
388,04/15/2023 18:38:38,62.90,61.33,49.43,,
389,04/15/2023 18:43:38,61.86,63.18,49.24,,
390,04/15/2023 18:48:38,61.24,63.46,48.77,,
391,04/15/2023 18:53:38,60.41,65.24,48.72,,
392,04/15/2023 18:58:38,59.54,68.08,49.04,,
393,04/15/2023 19:03:38,58.69,71.35,49.48,,
394,04/15/2023 19:08:38,57.90,72.02,48.97,,
395,04/15/2023 19:13:38,57.15,74.53,49.16,,
396,04/15/2023 19:18:38,56.42,77.83,49.61,,
397,04/15/2023 19:23:38,55.64,80.47,49.75,,
398,04/15/2023 19:28:38,55.03,81.41,49.47,,
399,04/15/2023 19:33:38,54.81,83.06,49.80,,
400,04/15/2023 19:38:38,54.27,83.04,49.26,,
401,04/15/2023 19:43:38,53.75,84.95,49.36,,
402,04/15/2023 19:48:38,53.27,86.59,49.40,,
403,04/15/2023 19:53:38,53.50,86.68,49.65,,
404,04/15/2023 19:58:38,53.60,86.74,49.77,,
405,04/15/2023 20:03:38,53.29,86.60,49.42,,
406,04/15/2023 20:08:38,53.62,86.67,49.76,,
407,04/15/2023 20:13:38,53.56,86.73,49.73,,
408,04/15/2023 20:18:38,53.21,87.06,49.48,,
409,04/15/2023 20:23:38,52.92,88.19,49.55,,
410,04/15/2023 20:28:38,52.00,88.80,48.82,,
411,04/15/2023 20:33:38,51.44,90.62,48.81,,
412,04/15/2023 20:38:38,51.30,92.05,49.09,,
413,04/15/2023 20:43:38,50.47,92.92,48.52,,
414,04/15/2023 20:48:38,49.89,94.40,48.37,,
415,04/15/2023 20:53:38,49.58,94.76,48.16,,
416,04/15/2023 20:58:38,49.58,95.94,48.49,,
417,04/15/2023 21:03:38,49.35,95.26,48.07,,
418,04/15/2023 21:08:38,48.93,96.48,47.99,,
419,04/15/2023 21:13:38,48.67,96.66,47.79,,
420,04/15/2023 21:18:38,48.67,96.04,47.62,,
421,04/15/2023 21:23:38,48.21,97.48,47.55,,
422,04/15/2023 21:28:38,47.83,96.31,46.84,,
423,04/15/2023 21:33:38,47.55,96.93,46.74,,
424,04/15/2023 21:38:38,47.38,96.73,46.52,,
425,04/15/2023 21:43:38,47.55,98.56,47.19,,
426,04/15/2023 21:48:38,47.48,97.82,46.91,,
427,04/15/2023 21:53:38,47.27,98.29,46.82,,
428,04/15/2023 21:58:38,47.27,98.92,46.99,,
429,04/15/2023 22:03:38,47.13,99.15,46.92,,
430,04/15/2023 22:08:38,47.25,98.90,46.97,,
431,04/15/2023 22:13:38,47.00,99.14,46.78,,
432,04/15/2023 22:18:38,46.82,99.14,46.61,,
433,04/15/2023 22:23:38,46.78,99.71,46.72,,
434,04/15/2023 22:28:38,46.76,99.10,46.54,,
435,04/15/2023 22:33:38,46.34,98.97,46.08,,
436,04/15/2023 22:38:38,46.17,99.18,45.96,,
437,04/15/2023 22:43:38,46.15,99.53,46.03,,
438,04/15/2023 22:48:38,46.07,99.11,45.85,,
439,04/15/2023 22:53:38,46.07,99.71,46.01,,
440,04/15/2023 22:58:38,46.07,99.84,46.04,,
441,04/15/2023 23:03:38,45.91,100.00,45.93,,
442,04/15/2023 23:08:38,45.70,99.78,45.66,,
443,04/15/2023 23:13:38,45.53,99.58,45.43,,
444,04/15/2023 23:18:38,45.59,99.77,45.54,,
445,04/15/2023 23:23:38,45.64,100.00,45.66,,
446,04/15/2023 23:28:38,45.32,100.00,45.33,,
447,04/15/2023 23:33:38,45.05,99.94,45.04,,
448,04/15/2023 23:38:38,44.79,100.00,44.81,,
449,04/15/2023 23:43:38,44.60,100.00,44.61,,
450,04/15/2023 23:48:38,44.47,100.00,44.48,,
451,04/15/2023 23:53:38,44.56,100.00,44.57,,
452,04/15/2023 23:58:38,44.62,100.00,44.63,,
453,04/16/2023 00:03:38,44.35,100.00,44.36,,
454,04/16/2023 00:08:38,44.33,100.00,44.34,,
455,04/16/2023 00:13:38,44.29,100.00,44.30,,
456,04/16/2023 00:18:38,44.58,100.00,44.59,,
457,04/16/2023 00:23:38,44.74,100.00,44.75,,
458,04/16/2023 00:28:38,44.79,100.00,44.81,,
459,04/16/2023 00:33:38,44.37,100.00,44.38,,
460,04/16/2023 00:38:38,45.37,100.00,45.39,,
461,04/16/2023 00:43:38,45.39,100.00,45.40,,
462,04/16/2023 00:48:38,45.82,100.00,45.83,,
463,04/16/2023 00:53:38,45.68,100.00,45.69,,
464,04/16/2023 00:58:38,45.37,100.00,45.39,,
465,04/16/2023 01:03:38,44.93,100.00,44.94,,
466,04/16/2023 01:08:38,44.76,100.00,44.77,,
467,04/16/2023 01:13:38,44.43,100.00,44.44,,
468,04/16/2023 01:18:38,44.10,100.00,44.11,,
469,04/16/2023 01:23:38,43.93,100.00,43.93,,
470,04/16/2023 01:28:38,43.98,100.00,43.99,,
471,04/16/2023 01:33:38,44.18,100.00,44.19,,
472,04/16/2023 01:38:38,44.41,100.00,44.42,,
473,04/16/2023 01:43:38,43.93,100.00,43.93,,
474,04/16/2023 01:48:38,43.67,100.00,43.68,,
475,04/16/2023 01:53:38,43.40,100.00,43.41,,
476,04/16/2023 01:58:38,43.35,100.00,43.35,,
477,04/16/2023 02:03:38,43.67,100.00,43.68,,
478,04/16/2023 02:08:38,44.04,100.00,44.05,,
