#,Date-Time (PDT),Ch: 1 - Temperature   (°F),Ch: 2 - RH   (%),Dew Point   (°F),Host Connected,End of File
82,04/14/2023 21:43:35,48.50,92.52,46.45,,
83,04/14/2023 21:48:35,47.65,94.30,46.11,,
84,04/14/2023 21:53:35,47.73,94.45,46.23,,
85,04/14/2023 21:58:35,47.77,93.90,46.11,,
86,04/14/2023 22:03:35,47.30,94.08,45.70,,
87,04/14/2023 22:08:35,46.96,95.10,45.64,,
88,04/14/2023 22:13:35,46.61,95.03,45.28,,
89,04/14/2023 22:18:35,45.93,95.03,44.60,,
90,04/14/2023 22:23:35,45.84,95.88,44.74,,
91,04/14/2023 22:28:35,45.70,96.45,44.76,,
92,04/14/2023 22:33:35,45.61,96.60,44.71,,
93,04/14/2023 22:38:35,45.64,97.00,44.85,,
94,04/14/2023 22:43:35,45.51,97.19,44.77,,
95,04/14/2023 22:48:35,44.91,96.68,44.04,,
96,04/14/2023 22:53:35,43.98,96.91,43.17,,
97,04/14/2023 22:58:35,43.27,97.79,42.70,,
98,04/14/2023 23:03:35,42.96,98.37,42.54,,
99,04/14/2023 23:08:35,43.13,98.58,42.77,,
100,04/14/2023 23:13:35,42.98,99.11,42.76,,
101,04/14/2023 23:18:35,43.06,99.11,42.83,,
102,04/14/2023 23:23:35,43.42,99.33,43.26,,
103,04/14/2023 23:28:35,44.93,98.92,44.66,,
104,04/14/2023 23:33:35,44.79,98.92,44.52,,
105,04/14/2023 23:38:35,44.85,98.93,44.58,,
106,04/14/2023 23:43:35,45.01,98.94,44.74,,
107,04/14/2023 23:48:35,44.66,98.84,44.37,,
108,04/14/2023 23:53:35,44.54,99.04,44.30,,
109,04/14/2023 23:58:35,44.31,99.04,44.07,,
110,04/15/2023 00:03:35,44.10,98.99,43.84,,
111,04/15/2023 00:08:35,43.85,99.04,43.61,,
112,04/15/2023 00:13:35,43.27,98.80,42.96,,
113,04/15/2023 00:18:35,42.88,99.04,42.64,,
114,04/15/2023 00:23:35,42.57,98.99,42.32,,
115,04/15/2023 00:28:35,43.10,99.21,42.90,,
116,04/15/2023 00:33:35,43.25,99.30,43.07,,
117,04/15/2023 00:38:35,43.85,99.48,43.72,,
118,04/15/2023 00:43:35,44.14,99.54,44.03,,
119,04/15/2023 00:48:35,44.00,99.62,43.91,,
120,04/15/2023 00:53:35,43.96,99.55,43.86,,
121,04/15/2023 00:58:35,43.50,99.77,43.45,,
122,04/15/2023 01:03:35,43.60,99.90,43.58,,
123,04/15/2023 01:08:35,43.73,99.90,43.72,,
124,04/15/2023 01:13:35,43.93,99.97,43.93,,
125,04/15/2023 01:18:35,44.16,100.00,44.17,,
126,04/15/2023 01:23:35,44.72,100.00,44.73,,
127,04/15/2023 01:28:35,44.76,100.00,44.77,,
128,04/15/2023 01:33:35,44.62,99.94,44.62,,
129,04/15/2023 01:38:35,44.76,99.88,44.74,,
130,04/15/2023 01:43:35,44.93,99.88,44.91,,
131,04/15/2023 01:48:35,44.97,99.74,44.91,,
132,04/15/2023 01:53:35,44.78,99.61,44.68,,
133,04/15/2023 01:58:35,44.47,99.69,44.40,,
134,04/15/2023 02:03:35,43.98,99.78,43.94,,
135,04/15/2023 02:08:35,44.20,99.76,44.14,,
136,04/15/2023 02:13:35,44.35,99.87,44.33,,
137,04/15/2023 02:18:35,44.49,99.95,44.48,,
138,04/15/2023 02:23:35,44.68,100.00,44.69,,
139,04/15/2023 02:28:35,44.72,100.00,44.73,,
140,04/15/2023 02:33:35,44.99,100.00,45.00,,
141,04/15/2023 02:38:35,45.08,100.00,45.10,,
142,04/15/2023 02:43:35,44.91,100.00,44.92,,
143,04/15/2023 02:48:35,44.54,100.00,44.55,,
144,04/15/2023 02:53:35,44.62,100.00,44.63,,
145,04/15/2023 02:58:35,44.78,100.00,44.79,,
146,04/15/2023 03:03:35,44.93,100.00,44.94,,
147,04/15/2023 03:08:35,44.81,100.00,44.82,,
148,04/15/2023 03:13:35,45.14,100.00,45.15,,
149,04/15/2023 03:18:35,45.78,100.00,45.79,,
150,04/15/2023 03:23:35,45.70,99.21,45.50,,
151,04/15/2023 03:28:35,45.33,99.28,45.16,,
152,04/15/2023 03:33:35,45.18,99.64,45.10,,
153,04/15/2023 03:38:35,44.79,99.63,44.71,,
154,04/15/2023 03:43:35,44.62,99.96,44.62,,
155,04/15/2023 03:48:35,44.33,99.93,44.32,,
156,04/15/2023 03:53:35,44.47,100.00,44.48,,
157,04/15/2023 03:58:35,44.74,100.00,44.75,,
158,04/15/2023 04:03:35,44.87,99.92,44.86,,
159,04/15/2023 04:08:35,44.89,99.79,44.85,,
160,04/15/2023 04:13:35,44.79,99.75,44.74,,
161,04/15/2023 04:18:35,44.70,99.77,44.65,,
162,04/15/2023 04:23:35,44.47,99.94,44.46,,
163,04/15/2023 04:28:35,44.72,100.00,44.73,,
164,04/15/2023 04:33:35,44.76,100.00,44.77,,
165,04/15/2023 04:38:35,44.58,99.98,44.59,,
166,04/15/2023 04:43:35,44.62,100.00,44.63,,
167,04/15/2023 04:48:35,44.50,100.00,44.52,,
168,04/15/2023 04:53:35,44.62,100.00,44.63,,
169,04/15/2023 04:58:35,44.93,100.00,44.94,,
170,04/15/2023 05:03:35,45.03,99.44,44.89,,
171,04/15/2023 05:08:35,45.08,99.32,44.92,,
172,04/15/2023 05:13:35,45.47,98.86,45.18,,
173,04/15/2023 05:18:35,45.33,98.39,44.92,,
174,04/15/2023 05:23:35,44.93,98.68,44.59,,
175,04/15/2023 05:28:35,44.66,99.15,44.45,,
176,04/15/2023 05:33:35,45.05,99.19,44.84,,
177,04/15/2023 05:38:35,45.14,98.96,44.88,,
178,04/15/2023 05:43:35,44.89,98.76,44.57,,
179,04/15/2023 05:48:35,44.64,99.28,44.46,,
180,04/15/2023 05:53:35,44.68,99.37,44.53,,
181,04/15/2023 05:58:35,44.76,99.36,44.60,,
182,04/15/2023 06:03:35,44.78,99.48,44.65,,
183,04/15/2023 06:08:35,44.50,99.08,44.27,,
184,04/15/2023 06:13:35,44.18,99.46,44.05,,
185,04/15/2023 06:18:35,44.35,99.98,44.35,,
186,04/15/2023 06:23:35,44.08,100.00,44.09,,
187,04/15/2023 06:28:35,44.29,100.00,44.30,,
188,04/15/2023 06:33:35,44.97,99.82,44.93,,
189,04/15/2023 06:38:35,45.14,98.93,44.87,,
190,04/15/2023 06:43:35,45.03,98.56,44.66,,
191,04/15/2023 06:48:35,45.01,98.74,44.69,,
192,04/15/2023 06:53:35,44.99,98.80,44.68,,
193,04/15/2023 06:58:35,45.26,98.97,45.00,,
194,04/15/2023 07:03:35,45.22,98.67,44.88,,
195,04/15/2023 07:08:35,45.55,98.49,45.16,,
196,04/15/2023 07:13:35,45.74,98.13,45.26,,
197,04/15/2023 07:18:35,46.15,98.14,45.66,,
198,04/15/2023 07:23:35,47.42,96.83,46.58,,
199,04/15/2023 07:28:35,48.33,94.52,46.84,,
200,04/15/2023 07:33:35,49.06,92.80,47.09,,
201,04/15/2023 07:38:35,49.54,92.26,47.41,,
202,04/15/2023 07:43:35,49.72,92.57,47.67,,
203,04/15/2023 07:48:35,50.24,90.28,47.52,,
204,04/15/2023 07:53:35,50.53,88.97,47.42,,
205,04/15/2023 07:58:35,51.26,88.02,47.86,,
206,04/15/2023 08:03:35,52.05,87.87,48.59,,
207,04/15/2023 08:08:35,52.56,85.33,48.30,,
208,04/15/2023 08:13:35,52.92,84.10,48.28,,
209,04/15/2023 08:18:35,53.19,83.72,48.42,,
210,04/15/2023 08:23:35,53.98,82.53,48.81,,
211,04/15/2023 08:28:35,54.93,84.00,50.21,,
212,04/15/2023 08:33:35,55.39,83.97,50.66,,
213,04/15/2023 08:38:35,56.15,78.96,49.74,,
214,04/15/2023 08:43:35,56.82,79.57,50.60,,
215,04/15/2023 08:48:35,57.25,76.45,49.94,,
216,04/15/2023 08:53:35,57.71,75.16,49.93,,
217,04/15/2023 08:58:35,58.98,72.82,50.31,,
218,04/15/2023 09:03:35,59.58,75.02,51.69,,
219,04/15/2023 09:08:35,60.26,71.07,50.88,,
220,04/15/2023 09:13:35,62.46,71.75,53.25,,
221,04/15/2023 09:18:35,64.02,65.18,52.13,,
222,04/15/2023 09:23:35,63.54,62.57,50.57,,
223,04/15/2023 09:28:35,66.15,59.38,51.61,,
224,04/15/2023 09:33:35,68.11,55.61,51.67,,
225,04/15/2023 09:38:35,68.71,52.79,50.82,,
226,04/15/2023 09:43:35,69.23,51.16,50.45,,
227,04/15/2023 09:48:35,69.81,52.32,51.60,,
228,04/15/2023 09:53:35,70.34,50.10,50.90,,
229,04/15/2023 09:58:35,70.57,49.11,50.58,,
230,04/15/2023 10:03:35,71.42,49.69,51.67,,
231,04/15/2023 10:08:35,71.36,47.81,50.58,,
232,04/15/2023 10:13:35,72.15,42.97,48.43,,
233,04/15/2023 10:18:35,72.50,44.73,49.82,,
234,04/15/2023 10:23:35,72.21,44.89,49.66,,
235,04/15/2023 10:28:35,72.40,47.82,51.54,,
236,04/15/2023 10:33:35,73.67,44.48,50.74,,
237,04/15/2023 10:38:35,73.62,44.56,50.73,,
238,04/15/2023 10:43:35,73.96,43.84,50.61,,
239,04/15/2023 10:48:35,73.42,42.02,48.98,,
240,04/15/2023 10:53:35,73.71,41.63,48.99,,
241,04/15/2023 10:58:35,73.35,45.95,51.32,,
242,04/15/2023 11:03:35,74.14,42.84,50.15,,
243,04/15/2023 11:08:35,74.49,42.94,50.52,,
244,04/15/2023 11:13:35,74.35,43.65,50.84,,
245,04/15/2023 11:18:35,75.64,39.67,49.43,,
246,04/15/2023 11:23:35,75.84,40.18,49.95,,
247,04/15/2023 11:28:35,75.68,41.31,50.55,,
248,04/15/2023 11:33:35,74.41,46.10,52.37,,
249,04/15/2023 11:38:35,75.80,44.65,52.77,,
250,04/15/2023 11:43:35,76.11,44.79,53.13,,
251,04/15/2023 11:48:35,76.26,43.61,52.55,,
252,04/15/2023 11:53:35,76.26,43.26,52.33,,
253,04/15/2023 11:58:35,76.26,46.06,54.04,,
254,04/15/2023 12:03:35,76.59,44.41,53.33,,
255,04/15/2023 12:08:35,76.67,44.54,53.49,,
256,04/15/2023 12:13:35,76.51,44.56,53.36,,
257,04/15/2023 12:18:35,76.13,45.21,53.41,,
258,04/15/2023 12:23:35,77.01,47.76,55.72,,
259,04/15/2023 12:28:35,77.21,44.57,53.99,,
260,04/15/2023 12:33:35,76.94,45.47,54.30,,
261,04/15/2023 12:38:35,76.17,49.37,55.86,,
262,04/15/2023 12:43:35,76.40,45.63,53.90,,
263,04/15/2023 12:48:35,76.74,45.80,54.32,,
264,04/15/2023 12:53:35,76.30,45.70,53.86,,
265,04/15/2023 12:58:35,75.93,46.25,53.85,,
266,04/15/2023 13:03:35,75.59,46.88,53.90,,
267,04/15/2023 13:08:35,75.76,45.45,53.22,,
268,04/15/2023 13:13:35,75.61,44.30,52.38,,
269,04/15/2023 13:18:35,76.45,42.73,52.16,,
270,04/15/2023 13:23:35,76.18,43.62,52.48,,
271,04/15/2023 13:28:35,76.09,42.62,51.77,,
272,04/15/2023 13:33:35,76.44,43.82,52.83,,
273,04/15/2023 13:38:35,76.26,43.46,52.45,,
274,04/15/2023 13:43:35,75.95,43.66,52.30,,
275,04/15/2023 13:48:35,75.32,43.30,51.49,,
276,04/15/2023 13:53:35,75.34,42.18,50.80,,
277,04/15/2023 13:58:35,75.47,42.46,51.11,,
278,04/15/2023 14:03:35,74.76,43.89,51.36,,
279,04/15/2023 14:08:35,74.51,44.41,51.45,,
280,04/15/2023 14:13:35,74.56,45.59,52.21,,
281,04/15/2023 14:18:35,74.27,46.77,52.64,,
282,04/15/2023 14:23:35,74.56,43.41,50.89,,
283,04/15/2023 14:28:35,74.79,43.22,50.98,,
284,04/15/2023 14:33:35,74.89,42.65,50.70,,
285,04/15/2023 14:38:35,75.99,42.41,51.54,,
286,04/15/2023 14:43:35,75.99,40.73,50.45,,
287,04/15/2023 14:48:35,75.72,41.33,50.60,,
288,04/15/2023 14:53:35,75.22,41.39,50.19,,
289,04/15/2023 14:58:35,75.08,43.98,51.71,,
290,04/15/2023 15:03:35,74.87,43.70,51.35,,
291,04/15/2023 15:08:35,74.18,42.44,49.93,,
292,04/15/2023 15:13:35,74.35,43.96,51.03,,
293,04/15/2023 15:18:35,74.56,42.94,50.59,,
294,04/15/2023 15:23:35,74.64,41.35,49.64,,
295,04/15/2023 15:28:35,74.49,43.02,50.57,,
296,04/15/2023 15:33:35,74.04,44.98,51.38,,
297,04/15/2023 15:38:35,74.12,44.11,50.91,,
298,04/15/2023 15:43:35,72.59,44.09,49.52,,
299,04/15/2023 15:48:35,72.63,44.16,49.60,,
300,04/15/2023 15:53:35,72.54,44.47,49.70,,
301,04/15/2023 15:58:35,72.42,46.89,51.03,,
302,04/15/2023 16:03:35,72.23,47.20,51.03,,
303,04/15/2023 16:08:35,72.05,45.09,49.64,,
304,04/15/2023 16:13:35,71.42,46.89,50.11,,
305,04/15/2023 16:18:35,71.30,45.48,49.18,,
306,04/15/2023 16:23:35,70.55,49.51,50.78,,
307,04/15/2023 16:28:35,70.68,47.66,49.88,,
308,04/15/2023 16:33:35,70.88,46.70,49.51,,
309,04/15/2023 16:38:35,69.81,49.87,50.30,,
310,04/15/2023 16:43:35,70.37,50.07,50.92,,
311,04/15/2023 16:48:35,70.08,50.98,51.14,,
312,04/15/2023 16:53:35,69.33,48.49,49.10,,
313,04/15/2023 16:58:35,68.44,51.27,49.78,,
314,04/15/2023 17:03:35,68.62,52.29,50.47,,
315,04/15/2023 17:08:35,68.29,53.78,50.93,,
316,04/15/2023 17:13:35,67.79,54.58,50.86,,
317,04/15/2023 17:18:35,67.63,54.65,50.75,,
318,04/15/2023 17:23:35,66.94,56.59,51.05,,
319,04/15/2023 17:28:35,66.59,56.15,50.51,,
320,04/15/2023 17:33:35,66.05,56.12,49.99,,
321,04/15/2023 17:38:35,65.55,58.57,50.68,,
322,04/15/2023 17:43:35,65.86,58.85,51.09,,
323,04/15/2023 17:48:35,65.01,57.93,49.87,,
324,04/15/2023 17:53:35,64.16,58.63,49.40,,
325,04/15/2023 17:58:35,63.77,60.14,49.72,,
326,04/15/2023 18:03:35,63.29,60.33,49.35,,
327,04/15/2023 18:08:35,62.92,61.64,49.58,,
328,04/15/2023 18:13:35,62.77,61.04,49.17,,
329,04/15/2023 18:18:35,61.59,61.10,48.09,,
330,04/15/2023 18:23:35,61.18,62.93,48.49,,
331,04/15/2023 18:28:35,60.89,64.03,48.68,,
332,04/15/2023 18:33:35,60.78,64.86,48.92,,
333,04/15/2023 18:38:35,60.14,64.71,48.25,,
334,04/15/2023 18:43:35,59.68,66.61,48.58,,
335,04/15/2023 18:48:35,59.00,69.43,49.04,,
336,04/15/2023 18:53:35,58.42,69.78,48.62,,
337,04/15/2023 18:58:35,57.86,71.29,48.66,,
338,04/15/2023 19:03:35,57.25,72.35,48.46,,
339,04/15/2023 19:08:35,56.63,73.41,48.25,,
340,04/15/2023 19:13:35,56.24,75.78,48.73,,
341,04/15/2023 19:18:35,55.66,80.43,49.76,,
342,04/15/2023 19:23:35,55.30,82.08,49.95,,
343,04/15/2023 19:28:35,55.01,81.47,49.47,,
344,04/15/2023 19:33:35,54.45,83.10,49.45,,
345,04/15/2023 19:38:35,54.22,83.81,49.45,,
346,04/15/2023 19:43:35,53.83,84.89,49.42,,
347,04/15/2023 19:48:35,53.79,85.14,49.46,,
348,04/15/2023 19:53:35,53.54,85.50,49.32,,
349,04/15/2023 19:58:35,53.48,85.34,49.22,,
350,04/15/2023 20:03:35,53.23,86.21,49.24,,
351,04/15/2023 20:08:35,52.77,87.56,49.20,,
352,04/15/2023 20:13:35,52.63,88.18,49.26,,
353,04/15/2023 20:18:35,52.30,88.88,49.15,,
354,04/15/2023 20:23:35,52.32,88.77,49.13,,
355,04/15/2023 20:28:35,53.50,85.78,49.37,,
356,04/15/2023 20:33:35,53.87,84.58,49.36,,
357,04/15/2023 20:38:35,53.67,84.41,49.11,,
358,04/15/2023 20:43:35,52.52,86.12,48.51,,
359,04/15/2023 20:48:35,50.95,89.21,47.91,,
360,04/15/2023 20:53:35,50.10,91.08,47.62,,
361,04/15/2023 20:58:35,49.74,92.65,47.71,,
362,04/15/2023 21:03:35,49.00,92.76,47.02,,
363,04/15/2023 21:08:35,48.91,94.40,47.39,,
364,04/15/2023 21:13:35,48.87,94.90,47.49,,
365,04/15/2023 21:18:35,48.33,95.91,47.23,,
366,04/15/2023 21:23:35,48.93,96.18,47.90,,
367,04/15/2023 21:28:35,49.33,96.28,48.34,,
368,04/15/2023 21:33:35,48.44,95.19,47.15,,
369,04/15/2023 21:38:35,48.15,96.25,47.15,,
370,04/15/2023 21:43:35,47.77,96.02,46.70,,
371,04/15/2023 21:48:35,48.00,96.71,47.12,,
372,04/15/2023 21:53:35,47.92,97.34,47.22,,
373,04/15/2023 21:58:35,47.55,97.20,46.82,,
374,04/15/2023 22:03:35,48.13,97.88,47.58,,
375,04/15/2023 22:08:35,47.79,97.84,47.22,,
376,04/15/2023 22:13:35,47.19,97.60,46.56,,
377,04/15/2023 22:18:35,46.69,97.45,46.02,,
378,04/15/2023 22:23:35,46.20,98.48,45.81,,
379,04/15/2023 22:28:35,45.61,98.16,45.13,,
380,04/15/2023 22:33:35,45.72,98.33,45.29,,
381,04/15/2023 22:38:35,46.32,98.52,45.94,,
382,04/15/2023 22:43:35,46.36,98.61,46.00,,
383,04/15/2023 22:48:35,46.01,98.66,45.67,,
384,04/15/2023 22:53:35,45.43,99.19,45.23,,
385,04/15/2023 22:58:35,44.76,99.62,44.67,,
386,04/15/2023 23:03:35,44.74,99.51,44.62,,
387,04/15/2023 23:08:35,45.35,99.55,45.25,,
388,04/15/2023 23:13:35,45.86,99.39,45.71,,
389,04/15/2023 23:18:35,45.64,99.31,45.47,,
390,04/15/2023 23:23:35,45.55,99.17,45.34,,
391,04/15/2023 23:28:35,44.68,99.15,44.47,,
392,04/15/2023 23:33:35,45.14,99.47,45.01,,
393,04/15/2023 23:38:35,44.68,99.39,44.53,,
394,04/15/2023 23:43:35,44.16,99.80,44.11,,
395,04/15/2023 23:48:35,43.96,100.00,43.97,,
396,04/15/2023 23:53:35,44.02,100.00,44.03,,
397,04/15/2023 23:58:35,44.10,100.00,44.11,,
398,04/16/2023 00:03:35,44.12,100.00,44.13,,
399,04/16/2023 00:08:35,44.72,100.00,44.73,,
400,04/16/2023 00:13:35,44.89,100.00,44.90,,
401,04/16/2023 00:18:35,45.10,100.00,45.11,,
402,04/16/2023 00:23:35,45.24,100.00,45.25,,
403,04/16/2023 00:28:35,45.28,100.00,45.29,,
404,04/16/2023 00:33:35,45.84,99.93,45.83,,
405,04/16/2023 00:38:35,46.17,99.87,46.14,,
406,04/16/2023 00:43:35,46.17,99.75,46.11,,
407,04/16/2023 00:48:35,46.24,99.70,46.18,,
408,04/16/2023 00:53:35,45.95,99.58,45.85,,
409,04/16/2023 00:58:35,45.57,99.50,45.45,,
410,04/16/2023 01:03:35,44.97,99.39,44.82,,
411,04/16/2023 01:08:35,44.76,99.46,44.62,,
412,04/16/2023 01:13:35,44.79,99.72,44.73,,
413,04/16/2023 01:18:35,44.89,100.00,44.90,,
414,04/16/2023 01:23:35,44.89,100.00,44.90,,
415,04/16/2023 01:28:35,44.97,100.00,44.98,,
416,04/16/2023 01:33:35,44.95,100.00,44.96,,
417,04/16/2023 01:38:35,44.72,100.00,44.73,,
418,04/16/2023 01:43:35,43.98,99.96,43.98,,
419,04/16/2023 01:48:35,43.52,100.00,43.53,,
420,04/16/2023 01:53:35,44.02,100.00,44.03,,
421,04/16/2023 01:58:35,44.27,100.00,44.28,,
422,04/16/2023 02:03:35,44.14,100.00,44.15,,
423,04/16/2023 02:08:35,44.22,100.00,44.22,,
424,04/16/2023 02:13:35,43.89,100.00,43.90,,
425,04/16/2023 02:18:35,43.85,100.00,43.86,,
426,04/16/2023 02:23:35,43.35,100.00,43.35,,
427,04/16/2023 02:28:35,42.38,100.00,42.39,,
428,04/16/2023 02:33:35,42.48,100.00,42.48,,
429,04/16/2023 02:38:35,42.71,100.00,42.72,,
430,04/16/2023 02:43:35,42.75,100.00,42.76,,
431,04/16/2023 02:48:35,43.37,100.00,43.37,,
432,04/16/2023 02:53:35,43.29,100.00,43.30,,
433,04/16/2023 02:58:35,43.31,100.00,43.32,,
434,04/16/2023 03:03:35,43.27,100.00,43.28,,
435,04/16/2023 03:08:35,43.40,100.00,43.41,,
436,04/16/2023 03:13:35,43.39,100.00,43.39,,
437,04/16/2023 03:18:35,43.44,100.00,43.45,,
438,04/16/2023 03:23:35,43.00,100.00,43.01,,
439,04/16/2023 03:28:35,43.10,100.00,43.10,,
440,04/16/2023 03:33:35,43.17,100.00,43.18,,
441,04/16/2023 03:38:35,43.17,100.00,43.18,,
442,04/16/2023 03:43:35,43.73,100.00,43.74,,
443,04/16/2023 03:48:35,44.25,100.00,44.26,,
444,04/16/2023 03:53:35,44.41,100.00,44.42,,
445,04/16/2023 03:58:35,43.81,100.00,43.82,,
446,04/16/2023 04:03:35,42.63,100.00,42.64,,
447,04/16/2023 04:08:35,42.25,100.00,42.25,,
448,04/16/2023 04:13:35,41.92,100.00,41.92,,
449,04/16/2023 04:18:35,41.67,100.00,41.67,,
450,04/16/2023 04:23:35,41.32,100.00,41.32,,
451,04/16/2023 04:28:35,41.28,100.00,41.29,,
452,04/16/2023 04:33:35,41.22,100.00,41.23,,
453,04/16/2023 04:38:35,41.15,100.00,41.15,,
454,04/16/2023 04:43:35,40.93,100.00,40.94,,
455,04/16/2023 04:48:35,40.70,100.00,40.71,,
456,04/16/2023 04:53:35,40.01,100.00,40.01,,
457,04/16/2023 04:58:35,39.99,100.00,39.99,,
458,04/16/2023 05:03:35,40.68,100.00,40.69,,
459,04/16/2023 05:08:35,41.55,100.00,41.56,,
460,04/16/2023 05:13:35,41.51,100.00,41.52,,
461,04/16/2023 05:18:35,41.51,100.00,41.52,,
462,04/16/2023 05:23:35,41.63,100.00,41.63,,
463,04/16/2023 05:28:35,41.67,100.00,41.67,,
464,04/16/2023 05:33:35,41.15,100.00,41.15,,
465,04/16/2023 05:38:35,40.84,100.00,40.84,,
466,04/16/2023 05:43:35,40.62,100.00,40.63,,
467,04/16/2023 05:48:35,40.37,100.00,40.38,,
468,04/16/2023 05:53:35,40.10,100.00,40.11,,
469,04/16/2023 05:58:35,40.47,100.00,40.47,,
470,04/16/2023 06:03:35,41.24,100.00,41.25,,
471,04/16/2023 06:08:35,41.03,100.00,41.03,,
472,04/16/2023 06:13:35,40.39,100.00,40.40,,
473,04/16/2023 06:18:35,40.33,100.00,40.34,,
474,04/16/2023 06:23:35,40.03,100.00,40.03,,
475,04/16/2023 06:28:35,39.64,100.00,39.64,,
476,04/16/2023 06:33:35,39.12,100.00,39.12,,
477,04/16/2023 06:38:35,39.56,100.00,39.57,,
478,04/16/2023 06:43:35,39.35,100.00,39.35,,
