#,Date-Time (PDT),Ch: 1 - Temperature   (°F),Ch: 2 - RH   (%),Dew Point   (°F),Host Connected,End of File
88,04/14/2023 23:55:22,44.43,100.00,44.44,,
89,04/15/2023 00:00:22,44.33,100.00,44.34,,
90,04/15/2023 00:05:22,44.25,100.00,44.26,,
91,04/15/2023 00:10:22,44.39,100.00,44.40,,
92,04/15/2023 00:15:22,44.89,100.00,44.90,,
93,04/15/2023 00:20:22,44.66,100.00,44.67,,
94,04/15/2023 00:25:22,45.01,100.00,45.02,,
95,04/15/2023 00:30:22,45.16,100.00,45.17,,
96,04/15/2023 00:35:22,44.83,100.00,44.84,,
97,04/15/2023 00:40:22,44.22,100.00,44.22,,
98,04/15/2023 00:45:22,43.98,100.00,43.99,,
99,04/15/2023 00:50:22,44.20,100.00,44.21,,
100,04/15/2023 00:55:22,43.98,100.00,43.99,,
101,04/15/2023 01:00:22,43.66,100.00,43.66,,
102,04/15/2023 01:05:22,43.66,100.00,43.66,,
103,04/15/2023 01:10:22,43.85,100.00,43.86,,
104,04/15/2023 01:15:22,43.93,100.00,43.93,,
105,04/15/2023 01:20:22,43.98,100.00,43.99,,
106,04/15/2023 01:25:22,44.49,100.00,44.50,,
107,04/15/2023 01:30:22,44.45,100.00,44.46,,
108,04/15/2023 01:35:22,44.45,100.00,44.46,,
109,04/15/2023 01:40:22,44.33,100.00,44.34,,
110,04/15/2023 01:45:22,44.47,100.00,44.48,,
111,04/15/2023 01:50:22,44.41,100.00,44.42,,
112,04/15/2023 01:55:22,44.00,100.00,44.01,,
113,04/15/2023 02:00:22,43.79,100.00,43.80,,
114,04/15/2023 02:05:22,43.98,100.00,43.99,,
115,04/15/2023 02:10:22,43.93,100.00,43.93,,
116,04/15/2023 02:15:22,44.12,100.00,44.13,,
117,04/15/2023 02:20:22,44.02,100.00,44.03,,
118,04/15/2023 02:25:22,43.91,100.00,43.92,,
119,04/15/2023 02:30:22,43.93,100.00,43.93,,
120,04/15/2023 02:35:22,44.12,100.00,44.13,,
121,04/15/2023 02:40:22,44.16,100.00,44.17,,
122,04/15/2023 02:45:22,44.10,100.00,44.11,,
123,04/15/2023 02:50:22,43.83,100.00,43.84,,
124,04/15/2023 02:55:22,43.94,100.00,43.95,,
125,04/15/2023 03:00:22,43.98,100.00,43.99,,
126,04/15/2023 03:05:22,44.18,100.00,44.19,,
127,04/15/2023 03:10:22,44.31,100.00,44.32,,
128,04/15/2023 03:15:22,44.29,100.00,44.30,,
129,04/15/2023 03:20:22,44.41,100.00,44.42,,
130,04/15/2023 03:25:22,44.62,100.00,44.63,,
131,04/15/2023 03:30:22,44.70,100.00,44.71,,
132,04/15/2023 03:35:22,44.29,100.00,44.30,,
133,04/15/2023 03:40:22,43.93,100.00,43.93,,
134,04/15/2023 03:45:22,43.39,100.00,43.39,,
135,04/15/2023 03:50:22,43.64,100.00,43.64,,
136,04/15/2023 03:55:22,43.81,100.00,43.82,,
137,04/15/2023 04:00:22,44.39,100.00,44.40,,
138,04/15/2023 04:05:22,44.16,100.00,44.17,,
139,04/15/2023 04:10:22,44.06,100.00,44.07,,
140,04/15/2023 04:15:22,44.18,100.00,44.19,,
141,04/15/2023 04:20:22,44.25,100.00,44.26,,
142,04/15/2023 04:25:22,44.16,100.00,44.17,,
143,04/15/2023 04:30:22,44.20,100.00,44.21,,
144,04/15/2023 04:35:22,44.39,100.00,44.40,,
145,04/15/2023 04:40:22,44.22,100.00,44.22,,
146,04/15/2023 04:45:22,44.20,100.00,44.21,,
147,04/15/2023 04:50:22,44.12,100.00,44.13,,
148,04/15/2023 04:55:22,44.25,100.00,44.26,,
149,04/15/2023 05:00:22,44.39,100.00,44.40,,
150,04/15/2023 05:05:22,44.85,100.00,44.86,,
151,04/15/2023 05:10:22,44.66,100.00,44.67,,
152,04/15/2023 05:15:22,44.66,100.00,44.67,,
153,04/15/2023 05:20:22,44.56,100.00,44.57,,
154,04/15/2023 05:25:22,44.02,100.00,44.03,,
155,04/15/2023 05:30:22,44.23,100.00,44.24,,
156,04/15/2023 05:35:22,44.35,100.00,44.36,,
157,04/15/2023 05:40:22,44.22,100.00,44.22,,
158,04/15/2023 05:45:22,44.27,100.00,44.28,,
159,04/15/2023 05:50:22,43.98,100.00,43.99,,
160,04/15/2023 05:55:22,43.89,100.00,43.90,,
161,04/15/2023 06:00:22,43.91,100.00,43.92,,
162,04/15/2023 06:05:22,44.06,100.00,44.07,,
163,04/15/2023 06:10:22,43.85,100.00,43.86,,
164,04/15/2023 06:15:22,43.79,100.00,43.80,,
165,04/15/2023 06:20:22,43.69,100.00,43.70,,
166,04/15/2023 06:25:22,43.58,100.00,43.59,,
167,04/15/2023 06:30:22,43.79,100.00,43.80,,
168,04/15/2023 06:35:22,43.98,100.00,43.99,,
169,04/15/2023 06:40:22,44.25,100.00,44.26,,
170,04/15/2023 06:45:22,44.33,100.00,44.34,,
171,04/15/2023 06:50:22,44.29,100.00,44.30,,
172,04/15/2023 06:55:22,44.54,100.00,44.55,,
173,04/15/2023 07:00:22,44.74,100.00,44.75,,
174,04/15/2023 07:05:22,44.87,100.00,44.88,,
175,04/15/2023 07:10:22,45.74,100.00,45.75,,
176,04/15/2023 07:15:22,47.19,98.60,46.83,,
177,04/15/2023 07:20:22,48.23,95.85,47.12,,
178,04/15/2023 07:25:22,49.16,96.64,48.26,,
179,04/15/2023 07:30:22,49.79,91.83,47.54,,
180,04/15/2023 07:35:22,50.35,90.11,47.58,,
181,04/15/2023 07:40:22,51.18,91.45,48.80,,
182,04/15/2023 07:45:22,51.71,90.36,49.00,,
183,04/15/2023 07:50:22,52.25,89.20,49.18,,
184,04/15/2023 07:55:22,52.84,88.61,49.60,,
185,04/15/2023 08:00:22,53.25,84.01,48.57,,
186,04/15/2023 08:05:22,53.83,83.34,48.92,,
187,04/15/2023 08:10:22,54.66,85.13,50.31,,
188,04/15/2023 08:15:22,55.43,83.29,50.48,,
189,04/15/2023 08:20:22,56.13,81.21,50.47,,
190,04/15/2023 08:25:22,56.57,80.44,50.65,,
191,04/15/2023 08:30:22,56.94,77.34,49.95,,
192,04/15/2023 08:35:22,57.52,76.98,50.38,,
193,04/15/2023 08:40:22,58.04,75.97,50.53,,
194,04/15/2023 08:45:22,58.93,74.55,50.88,,
195,04/15/2023 08:50:22,59.78,72.30,50.87,,
196,04/15/2023 08:55:22,60.41,70.22,50.70,,
197,04/15/2023 09:00:22,61.18,69.41,51.13,,
198,04/15/2023 09:05:22,62.01,65.41,50.32,,
199,04/15/2023 09:10:22,62.56,65.95,51.05,,
200,04/15/2023 09:15:22,63.96,63.09,51.19,,
201,04/15/2023 09:20:22,64.79,60.40,50.80,,
202,04/15/2023 09:25:22,65.16,60.59,51.23,,
203,04/15/2023 09:30:22,65.89,56.82,50.18,,
204,04/15/2023 09:35:22,66.65,52.35,48.68,,
205,04/15/2023 09:40:22,66.88,51.07,48.24,,
206,04/15/2023 09:45:22,67.75,51.60,49.31,,
207,04/15/2023 09:50:22,70.28,51.83,51.77,,
208,04/15/2023 09:55:22,72.34,46.18,50.54,,
209,04/15/2023 10:00:22,73.96,44.65,51.11,,
210,04/15/2023 10:05:22,73.37,41.15,48.37,,
211,04/15/2023 10:10:22,72.52,40.00,46.85,,
212,04/15/2023 10:15:22,73.02,41.58,48.34,,
213,04/15/2023 10:20:22,73.35,43.91,50.10,,
214,04/15/2023 10:25:22,74.18,43.05,50.31,,
215,04/15/2023 10:30:22,74.70,44.10,51.43,,
216,04/15/2023 10:35:22,76.28,39.77,50.07,,
217,04/15/2023 10:40:22,74.41,40.74,49.04,,
218,04/15/2023 10:45:22,75.24,39.95,49.26,,
219,04/15/2023 10:50:22,76.20,40.68,50.61,,
220,04/15/2023 10:55:22,78.25,37.89,50.51,,
221,04/15/2023 11:00:22,77.81,35.61,48.46,,
222,04/15/2023 11:05:22,78.93,37.42,50.78,,
223,04/15/2023 11:10:22,78.23,36.75,49.68,,
224,04/15/2023 11:15:22,77.59,37.37,49.56,,
225,04/15/2023 11:20:22,77.07,37.71,49.34,,
226,04/15/2023 11:25:22,75.62,37.66,48.02,,
227,04/15/2023 11:30:22,78.06,37.12,49.79,,
228,04/15/2023 11:35:22,78.77,37.13,50.43,,
229,04/15/2023 11:40:22,79.22,36.51,50.37,,
230,04/15/2023 11:45:22,80.05,38.09,52.25,,
231,04/15/2023 11:50:22,79.79,37.64,51.70,,
232,04/15/2023 11:55:22,79.47,36.46,50.56,,
233,04/15/2023 12:00:22,78.50,38.63,51.26,,
234,04/15/2023 12:05:22,77.65,39.01,50.77,,
235,04/15/2023 12:10:22,79.22,39.25,52.33,,
236,04/15/2023 12:15:22,78.39,39.82,51.98,,
237,04/15/2023 12:20:22,79.04,40.73,53.18,,
238,04/15/2023 12:25:22,80.10,37.12,51.60,,
239,04/15/2023 12:30:22,78.75,39.84,52.32,,
240,04/15/2023 12:35:22,79.91,37.62,51.79,,
241,04/15/2023 12:40:22,79.81,40.51,53.72,,
242,04/15/2023 12:45:22,80.90,36.85,52.11,,
243,04/15/2023 12:50:22,79.78,39.53,53.02,,
244,04/15/2023 12:55:22,78.75,38.92,51.69,,
245,04/15/2023 13:00:22,80.22,36.99,51.61,,
246,04/15/2023 13:05:22,80.10,36.58,51.20,,
247,04/15/2023 13:10:22,80.90,36.87,52.12,,
248,04/15/2023 13:15:22,79.76,38.46,52.26,,
249,04/15/2023 13:20:22,80.74,35.14,50.69,,
250,04/15/2023 13:25:22,81.05,34.58,50.52,,
251,04/15/2023 13:30:22,81.86,35.30,51.79,,
252,04/15/2023 13:35:22,81.84,33.52,50.37,,
253,04/15/2023 13:40:22,80.62,34.33,49.95,,
254,04/15/2023 13:45:22,79.22,34.41,48.78,,
255,04/15/2023 13:50:22,78.98,34.95,48.99,,
256,04/15/2023 13:55:22,79.14,34.04,48.42,,
257,04/15/2023 14:00:22,79.85,34.41,49.34,,
258,04/15/2023 14:05:22,79.70,36.02,50.43,,
259,04/15/2023 14:10:22,79.31,34.45,48.90,,
260,04/15/2023 14:15:22,76.53,37.02,48.37,,
261,04/15/2023 14:20:22,77.56,36.62,48.98,,
262,04/15/2023 14:25:22,78.42,35.42,48.86,,
263,04/15/2023 14:30:22,78.85,33.59,47.82,,
264,04/15/2023 14:35:22,79.43,34.43,48.98,,
265,04/15/2023 14:40:22,78.95,33.44,47.78,,
266,04/15/2023 14:45:22,79.39,33.62,48.31,,
267,04/15/2023 14:50:22,80.30,34.59,49.86,,
268,04/15/2023 14:55:22,81.42,32.10,48.85,,
269,04/15/2023 15:00:22,79.43,34.52,49.05,,
270,04/15/2023 15:05:22,78.44,34.32,48.04,,
271,04/15/2023 15:10:22,79.33,34.70,49.10,,
272,04/15/2023 15:15:22,78.81,34.57,48.55,,
273,04/15/2023 15:20:22,79.64,34.83,49.48,,
274,04/15/2023 15:25:22,79.18,34.27,48.64,,
275,04/15/2023 15:30:22,79.27,34.39,48.81,,
276,04/15/2023 15:35:22,78.48,34.95,48.55,,
277,04/15/2023 15:40:22,78.33,35.97,49.19,,
278,04/15/2023 15:45:22,78.06,35.84,48.85,,
279,04/15/2023 15:50:22,77.05,35.68,47.85,,
280,04/15/2023 15:55:22,77.34,36.57,48.76,,
281,04/15/2023 16:00:22,77.00,37.30,48.98,,
282,04/15/2023 16:05:22,76.11,38.13,48.78,,
283,04/15/2023 16:10:22,75.86,37.19,47.90,,
284,04/15/2023 16:15:22,75.22,38.72,48.41,,
285,04/15/2023 16:20:22,75.55,37.66,47.95,,
286,04/15/2023 16:25:22,75.06,38.69,48.25,,
287,04/15/2023 16:30:22,75.72,38.68,48.82,,
288,04/15/2023 16:35:22,75.86,37.40,48.04,,
289,04/15/2023 16:40:22,75.12,39.28,48.70,,
290,04/15/2023 16:45:22,75.37,40.11,49.49,,
291,04/15/2023 16:50:22,75.01,40.67,49.53,,
292,04/15/2023 16:55:22,73.44,40.93,48.30,,
293,04/15/2023 17:00:22,72.77,42.28,48.56,,
294,04/15/2023 17:05:22,72.48,43.04,48.77,,
295,04/15/2023 17:10:22,72.19,42.89,48.42,,
296,04/15/2023 17:15:22,71.51,44.83,48.99,,
297,04/15/2023 17:20:22,71.57,46.22,49.86,,
298,04/15/2023 17:25:22,71.05,45.75,49.11,,
299,04/15/2023 17:30:22,71.17,45.68,49.18,,
300,04/15/2023 17:35:22,70.39,46.28,48.83,,
301,04/15/2023 17:40:22,69.49,47.99,48.97,,
302,04/15/2023 17:45:22,69.27,48.10,48.83,,
303,04/15/2023 17:50:22,68.54,48.81,48.55,,
304,04/15/2023 17:55:22,67.90,49.74,48.47,,
305,04/15/2023 18:00:22,67.52,49.94,48.23,,
306,04/15/2023 18:05:22,67.09,49.97,47.85,,
307,04/15/2023 18:10:22,66.47,50.40,47.51,,
308,04/15/2023 18:15:22,65.45,51.39,47.09,,
309,04/15/2023 18:20:22,64.83,52.54,47.10,,
310,04/15/2023 18:25:22,63.73,54.62,47.11,,
311,04/15/2023 18:30:22,62.77,56.47,47.10,,
312,04/15/2023 18:35:22,61.51,59.24,47.19,,
313,04/15/2023 18:40:22,60.78,60.42,47.02,,
314,04/15/2023 18:45:22,60.05,62.10,47.06,,
315,04/15/2023 18:50:22,59.18,63.91,47.00,,
316,04/15/2023 18:55:22,58.48,65.73,47.09,,
317,04/15/2023 19:00:22,57.90,67.25,47.14,,
318,04/15/2023 19:05:22,57.32,69.43,47.43,,
319,04/15/2023 19:10:22,56.69,71.51,47.61,,
320,04/15/2023 19:15:22,56.24,72.95,47.71,,
321,04/15/2023 19:20:22,55.70,76.19,48.35,,
322,04/15/2023 19:25:22,55.35,78.79,48.91,,
323,04/15/2023 19:30:22,54.87,80.26,48.93,,
324,04/15/2023 19:35:22,54.14,81.91,48.76,,
325,04/15/2023 19:40:22,54.10,82.77,49.00,,
326,04/15/2023 19:45:22,54.04,83.26,49.10,,
327,04/15/2023 19:50:22,53.89,83.69,49.09,,
328,04/15/2023 19:55:22,53.83,83.95,49.12,,
329,04/15/2023 20:00:22,53.11,85.13,48.79,,
330,04/15/2023 20:05:22,52.77,86.45,48.86,,
331,04/15/2023 20:10:22,52.86,86.47,48.96,,
332,04/15/2023 20:15:22,52.79,87.20,49.11,,
333,04/15/2023 20:20:22,52.36,87.58,48.81,,
334,04/15/2023 20:25:22,52.21,87.78,48.72,,
335,04/15/2023 20:30:22,52.36,88.46,49.08,,
336,04/15/2023 20:35:22,51.74,89.17,48.68,,
337,04/15/2023 20:40:22,51.40,90.94,48.86,,
338,04/15/2023 20:45:22,51.01,91.59,48.67,,
339,04/15/2023 20:50:22,50.51,91.58,48.17,,
340,04/15/2023 20:55:22,50.03,93.40,48.22,,
341,04/15/2023 21:00:22,49.43,93.09,47.53,,
342,04/15/2023 21:05:22,49.41,95.95,48.32,,
343,04/15/2023 21:10:22,49.29,95.44,48.06,,
344,04/15/2023 21:15:22,49.47,96.41,48.50,,
345,04/15/2023 21:20:22,49.45,95.03,48.10,,
346,04/15/2023 21:25:22,49.81,94.94,48.44,,
347,04/15/2023 21:30:22,49.47,95.33,48.21,,
348,04/15/2023 21:35:22,49.06,96.11,48.02,,
349,04/15/2023 21:40:22,48.96,96.50,48.03,,
350,04/15/2023 21:45:22,48.81,95.25,47.53,,
351,04/15/2023 21:50:22,47.92,94.87,46.54,,
352,04/15/2023 21:55:22,48.02,98.45,47.62,,
353,04/15/2023 22:00:22,47.46,97.03,46.67,,
354,04/15/2023 22:05:22,47.15,98.21,46.69,,
355,04/15/2023 22:10:22,47.25,98.96,46.98,,
356,04/15/2023 22:15:22,46.69,97.70,46.08,,
357,04/15/2023 22:20:22,46.32,97.29,45.61,,
358,04/15/2023 22:25:22,46.57,98.71,46.24,,
359,04/15/2023 22:30:22,46.28,98.30,45.84,,
360,04/15/2023 22:35:22,46.49,99.87,46.47,,
361,04/15/2023 22:40:22,46.98,100.00,46.99,,
362,04/15/2023 22:45:22,46.53,100.00,46.55,,
363,04/15/2023 22:50:22,46.49,100.00,46.51,,
364,04/15/2023 22:55:22,46.17,99.99,46.18,,
365,04/15/2023 23:00:22,45.89,99.50,45.78,,
366,04/15/2023 23:05:22,46.18,100.00,46.20,,
367,04/15/2023 23:10:22,45.97,100.00,45.98,,
368,04/15/2023 23:15:22,45.89,100.00,45.91,,
369,04/15/2023 23:20:22,45.95,100.00,45.97,,
370,04/15/2023 23:25:22,45.97,100.00,45.98,,
371,04/15/2023 23:30:22,45.57,100.00,45.58,,
372,04/15/2023 23:35:22,46.15,100.00,46.16,,
373,04/15/2023 23:40:22,46.42,100.00,46.43,,
374,04/15/2023 23:45:22,46.49,100.00,46.51,,
375,04/15/2023 23:50:22,46.40,100.00,46.41,,
376,04/15/2023 23:55:22,45.74,100.00,45.75,,
377,04/16/2023 00:00:22,45.33,100.00,45.35,,
378,04/16/2023 00:05:22,45.26,100.00,45.27,,
379,04/16/2023 00:10:22,44.87,100.00,44.88,,
380,04/16/2023 00:15:22,44.91,100.00,44.92,,
381,04/16/2023 00:20:22,45.01,100.00,45.02,,
382,04/16/2023 00:25:22,45.08,100.00,45.10,,
383,04/16/2023 00:30:22,45.66,100.00,45.68,,
384,04/16/2023 00:35:22,45.88,100.00,45.89,,
385,04/16/2023 00:40:22,45.99,100.00,46.00,,
386,04/16/2023 00:45:22,45.88,100.00,45.89,,
387,04/16/2023 00:50:22,45.88,100.00,45.89,,
388,04/16/2023 00:55:22,45.89,100.00,45.91,,
389,04/16/2023 01:00:22,45.78,100.00,45.79,,
390,04/16/2023 01:05:22,45.84,100.00,45.85,,
391,04/16/2023 01:10:22,45.78,99.83,45.75,,
392,04/16/2023 01:15:22,45.43,100.00,45.44,,
393,04/16/2023 01:20:22,45.24,100.00,45.25,,
394,04/16/2023 01:25:22,45.01,100.00,45.02,,
395,04/16/2023 01:30:22,45.37,100.00,45.39,,
396,04/16/2023 01:35:22,45.49,100.00,45.50,,
397,04/16/2023 01:40:22,45.03,100.00,45.04,,
398,04/16/2023 01:45:22,44.87,100.00,44.88,,
399,04/16/2023 01:50:22,44.66,100.00,44.67,,
400,04/16/2023 01:55:22,44.25,100.00,44.26,,
401,04/16/2023 02:00:22,43.91,100.00,43.92,,
402,04/16/2023 02:05:22,44.27,100.00,44.28,,
403,04/16/2023 02:10:22,44.25,100.00,44.26,,
404,04/16/2023 02:15:22,44.47,100.00,44.48,,
405,04/16/2023 02:20:22,44.72,100.00,44.73,,
406,04/16/2023 02:25:22,44.70,100.00,44.71,,
407,04/16/2023 02:30:22,44.20,100.00,44.21,,
408,04/16/2023 02:35:22,43.89,100.00,43.90,,
409,04/16/2023 02:40:22,43.44,100.00,43.45,,
410,04/16/2023 02:45:22,43.50,100.00,43.51,,
411,04/16/2023 02:50:22,43.52,100.00,43.53,,
412,04/16/2023 02:55:22,43.17,100.00,43.18,,
413,04/16/2023 03:00:22,43.37,100.00,43.37,,
414,04/16/2023 03:05:22,43.75,100.00,43.76,,
415,04/16/2023 03:10:22,43.67,100.00,43.68,,
416,04/16/2023 03:15:22,43.73,100.00,43.74,,
417,04/16/2023 03:20:22,43.89,100.00,43.90,,
418,04/16/2023 03:25:22,44.14,100.00,44.15,,
419,04/16/2023 03:30:22,43.93,100.00,43.93,,
420,04/16/2023 03:35:22,43.77,100.00,43.78,,
421,04/16/2023 03:40:22,43.93,100.00,43.93,,
422,04/16/2023 03:45:22,44.20,100.00,44.21,,
423,04/16/2023 03:50:22,44.33,100.00,44.34,,
424,04/16/2023 03:55:22,44.18,100.00,44.19,,
425,04/16/2023 04:00:22,43.91,100.00,43.92,,
426,04/16/2023 04:05:22,43.94,100.00,43.95,,
427,04/16/2023 04:10:22,43.35,100.00,43.35,,
428,04/16/2023 04:15:22,42.75,100.00,42.76,,
429,04/16/2023 04:20:22,42.05,100.00,42.06,,
430,04/16/2023 04:25:22,41.96,100.00,41.96,,
431,04/16/2023 04:30:22,41.38,100.00,41.38,,
432,04/16/2023 04:35:22,41.78,100.00,41.79,,
433,04/16/2023 04:40:22,41.92,100.00,41.92,,
434,04/16/2023 04:45:22,41.88,100.00,41.89,,
435,04/16/2023 04:50:22,41.40,100.00,41.40,,
436,04/16/2023 04:55:22,40.95,100.00,40.96,,
437,04/16/2023 05:00:22,40.68,100.00,40.69,,
438,04/16/2023 05:05:22,41.11,100.00,41.11,,
439,04/16/2023 05:10:22,41.30,100.00,41.31,,
440,04/16/2023 05:15:22,42.09,100.00,42.10,,
441,04/16/2023 05:20:22,42.36,100.00,42.37,,
442,04/16/2023 05:25:22,42.69,100.00,42.70,,
443,04/16/2023 05:30:22,43.13,100.00,43.14,,
444,04/16/2023 05:35:22,42.63,100.00,42.64,,
445,04/16/2023 05:40:22,41.69,100.00,41.69,,
446,04/16/2023 05:45:22,41.11,100.00,41.11,,
447,04/16/2023 05:50:22,40.41,100.00,40.42,,
448,04/16/2023 05:55:22,40.51,100.00,40.51,,
449,04/16/2023 06:00:22,40.26,100.00,40.26,,
450,04/16/2023 06:05:22,40.61,100.00,40.61,,
451,04/16/2023 06:10:22,40.39,100.00,40.40,,
452,04/16/2023 06:15:22,40.89,100.00,40.90,,
453,04/16/2023 06:20:22,41.30,100.00,41.31,,
454,04/16/2023 06:25:22,41.05,100.00,41.05,,
455,04/16/2023 06:30:22,40.93,100.00,40.94,,
456,04/16/2023 06:35:22,40.37,100.00,40.38,,
457,04/16/2023 06:40:22,40.18,100.00,40.18,,
458,04/16/2023 06:45:22,40.22,100.00,40.22,,
459,04/16/2023 06:50:22,40.61,100.00,40.61,,
460,04/16/2023 06:55:22,41.47,100.00,41.48,,
461,04/16/2023 07:00:22,42.05,100.00,42.06,,
462,04/16/2023 07:05:22,42.38,100.00,42.39,,
463,04/16/2023 07:10:22,43.56,100.00,43.57,,
464,04/16/2023 07:15:22,45.30,100.00,45.31,,
465,04/16/2023 07:20:22,46.28,100.00,46.29,,
466,04/16/2023 07:25:22,47.19,100.00,47.20,,
467,04/16/2023 07:30:22,48.33,98.93,48.06,,
468,04/16/2023 07:35:22,49.64,95.16,48.33,,
469,04/16/2023 07:40:22,50.51,93.27,48.66,,
470,04/16/2023 07:45:22,51.67,94.49,50.16,,
471,04/16/2023 07:50:22,51.88,90.24,49.13,,
472,04/16/2023 07:55:22,52.79,90.05,49.97,,
473,04/16/2023 08:00:22,53.81,94.22,52.21,,
474,04/16/2023 08:05:22,54.97,87.75,51.43,,
475,04/16/2023 08:10:22,55.28,87.17,51.55,,
476,04/16/2023 08:15:22,56.09,87.24,52.37,,
477,04/16/2023 08:20:22,56.59,85.21,52.23,,
478,04/16/2023 08:25:22,57.25,86.13,53.17,,
