#,Date-Time (PDT),Ch: 1 - Temperature   (°F),Ch: 2 - RH   (%),Dew Point   (°F),Button Down,Host Connected,End of File
114,04/14/2023 23:58:01,45.99,91.94,43.79,,,
115,04/15/2023 00:03:01,45.89,92.07,43.74,,,
116,04/15/2023 00:08:01,46.01,92.73,44.04,,,
117,04/15/2023 00:13:01,45.97,92.61,43.97,,,
118,04/15/2023 00:18:01,45.93,93.03,44.05,,,
119,04/15/2023 00:23:01,45.97,93.41,44.19,,,
120,04/15/2023 00:28:01,45.93,93.32,44.13,,,
121,04/15/2023 00:33:01,45.91,93.46,44.15,,,
122,04/15/2023 00:38:01,45.89,92.83,43.95,,,
123,04/15/2023 00:43:01,45.89,93.27,44.08,,,
124,04/15/2023 00:48:01,45.91,93.60,44.19,,,
125,04/15/2023 00:53:01,45.93,93.62,44.21,,,
126,04/15/2023 00:58:01,45.72,91.35,43.36,,,
127,04/15/2023 01:03:01,45.39,91.46,43.07,,,
128,04/15/2023 01:08:01,45.33,93.10,43.47,,,
129,04/15/2023 01:13:01,45.37,93.37,43.58,,,
130,04/15/2023 01:18:01,45.32,93.51,43.57,,,
131,04/15/2023 01:23:01,45.41,93.96,43.79,,,
132,04/15/2023 01:28:01,45.72,95.05,44.40,,,
133,04/15/2023 01:33:01,45.89,94.82,44.51,,,
134,04/15/2023 01:38:01,45.88,94.29,44.34,,,
135,04/15/2023 01:43:01,45.84,94.28,44.30,,,
136,04/15/2023 01:48:01,45.84,94.46,44.35,,,
137,04/15/2023 01:53:01,45.89,94.53,44.43,,,
138,04/15/2023 01:58:01,45.78,94.24,44.23,,,
139,04/15/2023 02:03:01,45.53,93.59,43.80,,,
140,04/15/2023 02:08:01,45.35,94.64,43.92,,,
141,04/15/2023 02:13:01,45.49,95.16,44.20,,,
142,04/15/2023 02:18:01,45.41,95.03,44.09,,,
143,04/15/2023 02:23:01,45.41,95.07,44.10,,,
144,04/15/2023 02:28:01,45.47,95.34,44.23,,,
145,04/15/2023 02:33:01,45.64,95.59,44.47,,,
146,04/15/2023 02:38:01,45.70,95.53,44.51,,,
147,04/15/2023 02:43:01,45.70,95.38,44.47,,,
148,04/15/2023 02:48:01,45.66,95.25,44.40,,,
149,04/15/2023 02:53:01,45.51,95.00,44.17,,,
150,04/15/2023 02:58:01,45.49,95.44,44.28,,,
151,04/15/2023 03:03:01,45.55,95.67,44.40,,,
152,04/15/2023 03:08:01,45.59,95.62,44.42,,,
153,04/15/2023 03:13:01,45.62,95.68,44.48,,,
154,04/15/2023 03:18:01,45.68,96.12,44.65,,,
155,04/15/2023 03:23:01,45.97,96.39,45.02,,,
156,04/15/2023 03:28:01,46.05,95.80,44.93,,,
157,04/15/2023 03:33:01,46.05,95.57,44.87,,,
158,04/15/2023 03:38:01,45.93,95.47,44.72,,,
159,04/15/2023 03:43:01,45.84,95.44,44.62,,,
160,04/15/2023 03:48:01,45.66,95.19,44.38,,,
161,04/15/2023 03:53:01,45.53,95.66,44.37,,,
162,04/15/2023 03:58:01,45.55,95.76,44.42,,,
163,04/15/2023 04:03:01,45.57,96.22,44.57,,,
164,04/15/2023 04:08:01,45.61,96.35,44.64,,,
165,04/15/2023 04:13:01,45.68,95.91,44.60,,,
166,04/15/2023 04:18:01,45.66,95.56,44.48,,,
167,04/15/2023 04:23:01,45.51,95.60,44.34,,,
168,04/15/2023 04:28:01,45.51,96.01,44.45,,,
169,04/15/2023 04:33:01,45.43,96.19,44.42,,,
170,04/15/2023 04:38:01,45.37,96.20,44.37,,,
171,04/15/2023 04:43:01,45.37,96.27,44.39,,,
172,04/15/2023 04:48:01,45.22,96.33,44.25,,,
173,04/15/2023 04:53:01,45.22,96.42,44.27,,,
174,04/15/2023 04:58:01,45.24,96.60,44.34,,,
175,04/15/2023 05:03:01,45.30,96.81,44.46,,,
176,04/15/2023 05:08:01,45.32,96.90,44.50,,,
177,04/15/2023 05:13:01,45.47,96.98,44.68,,,
178,04/15/2023 05:18:01,45.55,97.05,44.77,,,
179,04/15/2023 05:23:01,45.70,96.85,44.87,,,
180,04/15/2023 05:28:01,45.61,96.68,44.73,,,
181,04/15/2023 05:33:01,45.47,96.62,44.58,,,
182,04/15/2023 05:38:01,45.55,96.78,44.70,,,
183,04/15/2023 05:43:01,45.51,96.81,44.67,,,
184,04/15/2023 05:48:01,45.41,96.74,44.55,,,
185,04/15/2023 05:53:01,45.41,96.81,44.57,,,
186,04/15/2023 05:58:01,45.32,96.89,44.50,,,
187,04/15/2023 06:03:01,45.33,97.01,44.55,,,
188,04/15/2023 06:08:01,45.37,97.01,44.59,,,
189,04/15/2023 06:13:01,45.26,96.93,44.45,,,
190,04/15/2023 06:18:01,45.22,96.75,44.36,,,
191,04/15/2023 06:23:01,45.12,96.53,44.21,,,
192,04/15/2023 06:28:01,45.01,96.70,44.14,,,
193,04/15/2023 06:33:01,45.06,97.24,44.34,,,
194,04/15/2023 06:38:01,45.28,97.46,44.61,,,
195,04/15/2023 06:43:01,45.45,97.07,44.68,,,
196,04/15/2023 06:48:01,45.49,97.02,44.71,,,
197,04/15/2023 06:53:01,45.55,96.75,44.69,,,
198,04/15/2023 06:58:01,45.59,96.69,44.71,,,
199,04/15/2023 07:03:01,45.66,97.01,44.88,,,
200,04/15/2023 07:08:01,45.70,97.12,44.94,,,
201,04/15/2023 07:13:01,45.82,97.14,45.07,,,
202,04/15/2023 07:18:01,45.93,97.15,45.18,,,
203,04/15/2023 07:23:01,46.07,97.12,45.31,,,
204,04/15/2023 07:28:01,46.22,97.33,45.52,,,
205,04/15/2023 07:33:01,46.49,97.58,45.86,,,
206,04/15/2023 07:38:01,46.92,97.46,46.25,,,
207,04/15/2023 07:43:01,47.21,97.33,46.50,,,
208,04/15/2023 07:48:01,47.65,96.88,46.82,,,
209,04/15/2023 07:53:01,47.96,97.09,47.19,,,
210,04/15/2023 07:58:01,48.37,96.19,47.35,,,
211,04/15/2023 08:03:01,48.71,96.48,47.77,,,
212,04/15/2023 08:08:01,49.14,96.41,48.18,,,
213,04/15/2023 08:13:01,49.70,94.59,48.23,,,
214,04/15/2023 08:18:01,50.32,94.93,48.94,,,
215,04/15/2023 08:23:01,50.88,95.15,49.56,,,
216,04/15/2023 08:28:01,51.42,94.10,49.80,,,
217,04/15/2023 08:33:01,51.94,93.29,50.08,,,
218,04/15/2023 08:38:01,52.54,92.58,50.47,,,
219,04/15/2023 08:43:01,53.02,91.23,50.55,,,
220,04/15/2023 08:48:01,53.50,91.22,51.03,,,
221,04/15/2023 08:53:01,53.91,91.02,51.37,,,
222,04/15/2023 08:58:01,55.26,84.29,50.63,,,
223,04/15/2023 09:03:01,56.88,83.83,52.07,,,
224,04/15/2023 09:08:01,57.84,79.91,51.71,,,
225,04/15/2023 09:13:01,58.40,82.41,53.10,,,
226,04/15/2023 09:18:01,58.13,75.33,50.40,,,
227,04/15/2023 09:23:01,58.50,78.42,51.84,,,
228,04/15/2023 09:28:01,58.48,73.67,50.13,,,
229,04/15/2023 09:33:01,58.58,72.76,49.89,,,
230,04/15/2023 09:38:01,59.04,73.48,50.61,,,
231,04/15/2023 09:43:01,59.45,72.92,50.79,,,
232,04/15/2023 09:48:01,59.79,75.30,51.99,,,
233,04/15/2023 09:53:01,60.20,68.55,49.85,,,
234,04/15/2023 09:58:01,60.74,68.27,50.25,,,
235,04/15/2023 10:03:01,61.32,67.02,50.31,,,
236,04/15/2023 10:08:01,61.90,67.04,50.87,,,
237,04/15/2023 10:13:01,62.44,60.41,48.59,,,
238,04/15/2023 10:18:01,63.27,56.48,47.57,,,
239,04/15/2023 10:23:01,63.37,59.18,48.91,,,
240,04/15/2023 10:28:01,63.89,59.14,49.38,,,
241,04/15/2023 10:33:01,63.89,56.18,48.01,,,
242,04/15/2023 10:38:01,64.47,55.65,48.29,,,
243,04/15/2023 10:43:01,64.89,60.07,50.74,,,
244,04/15/2023 10:48:01,65.95,53.29,48.52,,,
245,04/15/2023 10:53:01,66.18,53.34,48.75,,,
246,04/15/2023 10:58:01,66.36,50.09,47.24,,,
247,04/15/2023 11:03:01,66.98,54.98,50.30,,,
248,04/15/2023 11:08:01,67.63,51.68,49.25,,,
249,04/15/2023 11:13:01,67.56,51.88,49.28,,,
250,04/15/2023 11:18:01,67.56,52.08,49.39,,,
251,04/15/2023 11:23:01,68.25,51.80,49.88,,,
252,04/15/2023 11:28:01,68.15,49.62,48.64,,,
253,04/15/2023 11:33:01,69.14,52.06,50.84,,,
254,04/15/2023 11:38:01,68.85,50.47,49.73,,,
255,04/15/2023 11:43:01,68.15,51.77,49.78,,,
256,04/15/2023 11:48:01,68.81,53.72,51.38,,,
257,04/15/2023 11:53:01,69.68,54.02,52.34,,,
258,04/15/2023 11:58:01,70.20,51.32,51.43,,,
259,04/15/2023 12:03:01,69.95,51.03,51.04,,,
260,04/15/2023 12:08:01,70.62,51.91,52.13,,,
261,04/15/2023 12:13:01,70.18,51.84,51.69,,,
262,04/15/2023 12:18:01,70.39,49.89,50.84,,,
263,04/15/2023 12:23:01,70.82,52.04,52.38,,,
264,04/15/2023 12:28:01,70.16,55.34,53.44,,,
265,04/15/2023 12:33:01,70.74,51.18,51.85,,,
266,04/15/2023 12:38:01,71.67,50.24,52.21,,,
267,04/15/2023 12:43:01,71.82,49.62,52.01,,,
268,04/15/2023 12:48:01,72.00,49.09,51.88,,,
269,04/15/2023 12:53:01,70.82,51.21,51.94,,,
270,04/15/2023 12:58:01,70.82,49.55,51.05,,,
271,04/15/2023 13:03:01,71.88,50.14,52.35,,,
272,04/15/2023 13:08:01,72.75,47.07,51.43,,,
273,04/15/2023 13:13:01,73.40,46.10,51.46,,,
274,04/15/2023 13:18:01,74.00,45.31,51.54,,,
275,04/15/2023 13:23:01,74.18,41.15,49.10,,,
276,04/15/2023 13:28:01,73.81,43.05,49.98,,,
277,04/15/2023 13:33:01,73.35,41.60,48.64,,,
278,04/15/2023 13:38:01,72.84,44.50,50.00,,,
279,04/15/2023 13:43:01,73.48,44.40,50.52,,,
280,04/15/2023 13:48:01,71.78,43.80,48.61,,,
281,04/15/2023 13:53:01,72.40,43.70,49.11,,,
282,04/15/2023 13:58:01,72.77,44.93,50.19,,,
283,04/15/2023 14:03:01,72.52,44.12,49.47,,,
284,04/15/2023 14:08:01,72.69,44.51,49.87,,,
285,04/15/2023 14:13:01,71.74,43.85,48.61,,,
286,04/15/2023 14:18:01,71.80,44.85,49.26,,,
287,04/15/2023 14:23:01,72.42,44.57,49.65,,,
288,04/15/2023 14:28:01,72.88,44.35,49.95,,,
289,04/15/2023 14:33:01,73.83,41.99,49.33,,,
290,04/15/2023 14:38:01,74.04,41.33,49.09,,,
291,04/15/2023 14:43:01,73.79,42.23,49.45,,,
292,04/15/2023 14:48:01,73.66,42.04,49.20,,,
293,04/15/2023 14:53:01,73.95,39.67,47.91,,,
294,04/15/2023 14:58:01,73.87,42.72,49.82,,,
295,04/15/2023 15:03:01,73.04,45.95,51.04,,,
296,04/15/2023 15:08:01,72.75,41.64,48.13,,,
297,04/15/2023 15:13:01,72.48,44.49,49.66,,,
298,04/15/2023 15:18:01,72.46,44.44,49.61,,,
299,04/15/2023 15:23:01,73.19,42.13,48.84,,,
300,04/15/2023 15:28:01,72.83,43.06,49.10,,,
301,04/15/2023 15:33:01,72.42,42.02,48.08,,,
302,04/15/2023 15:38:01,72.01,44.98,49.54,,,
303,04/15/2023 15:43:01,70.76,43.24,47.35,,,
304,04/15/2023 15:48:01,72.27,44.08,49.22,,,
305,04/15/2023 15:53:01,71.44,44.58,48.77,,,
306,04/15/2023 15:58:01,70.55,48.37,50.15,,,
307,04/15/2023 16:03:01,70.30,47.63,49.51,,,
308,04/15/2023 16:08:01,69.60,46.78,48.39,,,
309,04/15/2023 16:13:01,68.96,47.54,48.24,,,
310,04/15/2023 16:18:01,67.88,48.68,47.88,,,
311,04/15/2023 16:23:01,68.00,52.17,49.84,,,
312,04/15/2023 16:28:01,68.69,48.58,48.57,,,
313,04/15/2023 16:33:01,68.73,48.32,48.46,,,
314,04/15/2023 16:38:01,69.04,49.82,49.57,,,
315,04/15/2023 16:43:01,69.23,52.01,50.90,,,
316,04/15/2023 16:48:01,68.50,49.91,49.12,,,
317,04/15/2023 16:53:01,67.71,50.12,48.50,,,
318,04/15/2023 16:58:01,68.11,51.68,49.69,,,
319,04/15/2023 17:03:01,68.04,52.39,49.99,,,
320,04/15/2023 17:08:01,68.39,51.74,49.97,,,
321,04/15/2023 17:13:01,67.61,53.63,50.23,,,
322,04/15/2023 17:18:01,67.17,53.87,49.93,,,
323,04/15/2023 17:23:01,66.18,56.90,50.49,,,
324,04/15/2023 17:28:01,65.22,55.69,49.01,,,
325,04/15/2023 17:33:01,64.37,57.36,49.01,,,
326,04/15/2023 17:38:01,64.23,59.11,49.69,,,
327,04/15/2023 17:43:01,64.43,60.61,50.55,,,
328,04/15/2023 17:48:01,64.29,58.81,49.61,,,
329,04/15/2023 17:53:01,63.75,59.53,49.43,,,
330,04/15/2023 17:58:01,63.50,59.06,48.98,,,
331,04/15/2023 18:03:01,63.10,60.79,49.37,,,
332,04/15/2023 18:08:01,62.73,61.26,49.23,,,
333,04/15/2023 18:13:01,62.27,61.46,48.88,,,
334,04/15/2023 18:18:01,61.94,63.36,49.39,,,
335,04/15/2023 18:23:01,61.53,62.79,48.76,,,
336,04/15/2023 18:28:01,61.03,64.00,48.79,,,
337,04/15/2023 18:33:01,60.55,64.22,48.43,,,
338,04/15/2023 18:38:01,60.41,64.75,48.52,,,
339,04/15/2023 18:43:01,60.28,66.25,49.01,,,
340,04/15/2023 18:48:01,60.05,66.58,48.92,,,
341,04/15/2023 18:53:01,59.78,67.50,49.03,,,
342,04/15/2023 18:58:01,59.16,67.66,48.50,,,
343,04/15/2023 19:03:01,58.85,69.19,48.80,,,
344,04/15/2023 19:08:01,58.44,70.46,48.90,,,
345,04/15/2023 19:13:01,57.96,72.91,49.35,,,
346,04/15/2023 19:18:01,57.52,75.23,49.77,,,
347,04/15/2023 19:23:01,57.13,76.58,49.87,,,
348,04/15/2023 19:28:01,56.88,76.99,49.77,,,
349,04/15/2023 19:33:01,56.49,78.05,49.76,,,
350,04/15/2023 19:38:01,56.13,77.27,49.14,,,
351,04/15/2023 19:43:01,55.74,78.21,49.08,,,
352,04/15/2023 19:48:01,55.35,78.83,48.92,,,
353,04/15/2023 19:53:01,55.03,79.31,48.77,,,
354,04/15/2023 19:58:01,54.76,80.61,48.94,,,
355,04/15/2023 20:03:01,54.47,80.52,48.62,,,
356,04/15/2023 20:08:01,54.27,82.19,48.98,,,
357,04/15/2023 20:13:01,54.08,81.75,48.65,,,
358,04/15/2023 20:18:01,53.93,83.39,49.03,,,
359,04/15/2023 20:23:01,53.73,83.31,48.82,,,
360,04/15/2023 20:28:01,53.58,83.25,48.65,,,
361,04/15/2023 20:33:01,53.27,83.82,48.53,,,
362,04/15/2023 20:38:01,53.10,84.28,48.50,,,
363,04/15/2023 20:43:01,52.92,84.43,48.38,,,
364,04/15/2023 20:48:01,52.71,84.43,48.17,,,
365,04/15/2023 20:53:01,52.63,85.60,48.46,,,
366,04/15/2023 20:58:01,52.25,85.51,48.05,,,
367,04/15/2023 21:03:01,51.86,86.52,47.99,,,
368,04/15/2023 21:08:01,51.55,86.13,47.56,,,
369,04/15/2023 21:13:01,51.34,87.33,47.72,,,
370,04/15/2023 21:18:01,51.18,88.66,47.97,,,
371,04/15/2023 21:23:01,50.97,87.06,47.28,,,
372,04/15/2023 21:28:01,50.68,87.76,47.21,,,
373,04/15/2023 21:33:01,50.16,88.07,46.79,,,
374,04/15/2023 21:38:01,50.03,88.21,46.69,,,
375,04/15/2023 21:43:01,49.78,88.77,46.62,,,
376,04/15/2023 21:48:01,49.70,90.16,46.95,,,
377,04/15/2023 21:53:01,49.78,89.52,46.84,,,
378,04/15/2023 21:58:01,49.35,89.77,46.49,,,
379,04/15/2023 22:03:01,49.12,90.64,46.52,,,
380,04/15/2023 22:08:01,48.85,89.79,46.00,,,
381,04/15/2023 22:13:01,48.67,91.06,46.20,,,
382,04/15/2023 22:18:01,48.58,91.42,46.21,,,
383,04/15/2023 22:23:01,48.46,90.92,45.95,,,
384,04/15/2023 22:28:01,48.39,91.66,46.09,,,
385,04/15/2023 22:33:01,48.44,93.30,46.62,,,
386,04/15/2023 22:38:01,48.50,91.59,46.18,,,
387,04/15/2023 22:43:01,48.33,90.87,45.80,,,
388,04/15/2023 22:48:01,48.27,91.64,45.97,,,
389,04/15/2023 22:53:01,47.83,91.28,45.42,,,
390,04/15/2023 22:58:01,47.61,91.72,45.34,,,
391,04/15/2023 23:03:01,47.59,92.24,45.47,,,
392,04/15/2023 23:08:01,47.38,92.16,45.24,,,
393,04/15/2023 23:13:01,47.28,92.78,45.32,,,
394,04/15/2023 23:18:01,47.13,92.76,45.16,,,
395,04/15/2023 23:23:01,47.21,93.12,45.34,,,
396,04/15/2023 23:28:01,47.03,92.64,45.03,,,
397,04/15/2023 23:33:01,46.84,93.18,44.99,,,
398,04/15/2023 23:38:01,46.86,93.54,45.11,,,
399,04/15/2023 23:43:01,46.53,92.95,44.62,,,
400,04/15/2023 23:48:01,46.53,93.27,44.71,,,
401,04/15/2023 23:53:01,46.45,93.33,44.65,,,
402,04/15/2023 23:58:01,46.26,93.16,44.41,,,
403,04/16/2023 00:03:01,46.15,92.92,44.23,,,
404,04/16/2023 00:08:01,46.11,94.14,44.53,,,
405,04/16/2023 00:13:01,46.15,93.49,44.39,,,
406,04/16/2023 00:18:01,46.30,93.61,44.57,,,
407,04/16/2023 00:23:01,46.49,93.89,44.84,,,
408,04/16/2023 00:28:01,46.61,93.12,44.74,,,
409,04/16/2023 00:33:01,46.65,93.33,44.84,,,
410,04/16/2023 00:38:01,46.82,94.29,45.28,,,
411,04/16/2023 00:43:01,47.07,94.69,45.64,,,
412,04/16/2023 00:48:01,47.13,94.12,45.54,,,
413,04/16/2023 00:53:01,47.01,93.23,45.18,,,
414,04/16/2023 00:58:01,46.90,93.89,45.25,,,
415,04/16/2023 01:03:01,46.96,94.34,45.43,,,
416,04/16/2023 01:08:01,46.86,94.10,45.27,,,
417,04/16/2023 01:13:01,46.80,93.48,45.04,,,
418,04/16/2023 01:18:01,46.69,93.50,44.93,,,
419,04/16/2023 01:23:01,46.76,94.10,45.17,,,
420,04/16/2023 01:28:01,46.67,94.38,45.15,,,
421,04/16/2023 01:33:01,46.67,94.41,45.16,,,
422,04/16/2023 01:38:01,46.71,94.72,45.29,,,
423,04/16/2023 01:43:01,46.57,94.14,44.99,,,
424,04/16/2023 01:48:01,46.38,94.03,44.77,,,
425,04/16/2023 01:53:01,46.18,94.12,44.60,,,
426,04/16/2023 01:58:01,45.88,93.60,44.15,,,
427,04/16/2023 02:03:01,45.70,93.92,44.07,,,
428,04/16/2023 02:08:01,45.72,94.50,44.25,,,
429,04/16/2023 02:13:01,45.61,94.16,44.04,,,
430,04/16/2023 02:18:01,44.87,93.18,43.03,,,
431,04/16/2023 02:23:01,44.60,94.12,43.03,,,
432,04/16/2023 02:28:01,44.37,94.64,42.94,,,
433,04/16/2023 02:33:01,44.72,96.13,43.69,,,
434,04/16/2023 02:38:01,44.56,95.19,43.28,,,
435,04/16/2023 02:43:01,44.64,96.06,43.60,,,
436,04/16/2023 02:48:01,44.78,95.91,43.69,,,
437,04/16/2023 02:53:01,44.79,95.62,43.63,,,
438,04/16/2023 02:58:01,44.85,95.51,43.66,,,
439,04/16/2023 03:03:01,44.87,95.46,43.66,,,
440,04/16/2023 03:08:01,44.85,95.70,43.71,,,
441,04/16/2023 03:13:01,44.79,95.44,43.58,,,
442,04/16/2023 03:18:01,44.83,95.42,43.62,,,
443,04/16/2023 03:23:01,44.72,95.25,43.45,,,
444,04/16/2023 03:28:01,44.58,95.26,43.32,,,
445,04/16/2023 03:33:01,44.62,95.85,43.52,,,
446,04/16/2023 03:38:01,44.62,95.81,43.51,,,
447,04/16/2023 03:43:01,44.60,95.20,43.33,,,
448,04/16/2023 03:48:01,44.68,96.61,43.79,,,
449,04/16/2023 03:53:01,44.56,94.41,43.07,,,
450,04/16/2023 03:58:01,44.08,95.10,42.78,,,
451,04/16/2023 04:03:01,43.89,95.37,42.66,,,
452,04/16/2023 04:08:01,43.73,96.55,42.83,,,
453,04/16/2023 04:13:01,43.66,96.23,42.66,,,
454,04/16/2023 04:18:01,43.73,96.61,42.84,,,
455,04/16/2023 04:23:01,43.54,95.50,42.35,,,
456,04/16/2023 04:28:01,43.27,95.22,42.00,,,
457,04/16/2023 04:33:01,43.15,96.25,42.17,,,
458,04/16/2023 04:38:01,43.11,96.41,42.17,,,
459,04/16/2023 04:43:01,43.00,96.59,42.10,,,
460,04/16/2023 04:48:01,42.96,96.86,42.14,,,
461,04/16/2023 04:53:01,42.88,96.89,42.07,,,
462,04/16/2023 04:58:01,42.84,96.43,41.91,,,
